X	Y	Class label
0.117	0.460	rect
0.161	0.414	rect
0.161	0.440	rect
0.144	0.468	rect
0.153	0.448	rect
0.144	0.427	rect
0.127	0.426	rect
0.106	0.446	rect
0.150	0.446	rect
0.130	0.421	rect
0.132	0.408	rect
0.147	0.412	rect
0.135	0.422	rect
0.159	0.432	rect
0.128	0.445	rect
0.136	0.398	rect
0.147	0.371	rect
0.136	0.373	rect
0.112	0.400	rect
0.126	0.401	rect
0.120	0.377	rect
0.158	0.401	rect
0.117	0.431	rect
0.124	0.416	rect
0.120	0.389	rect
0.150	0.401	rect
0.131	0.389	rect
0.150	0.359	rect
0.146	0.360	rect
0.154	0.384	rect
0.131	0.386	rect
0.159	0.388	rect
0.139	0.354	rect
0.109	0.388	rect
0.152	0.372	rect
0.111	0.340	rect
0.149	0.347	rect
0.155	0.348	rect
0.128	0.346	rect
0.122	0.405	rect
0.145	0.342	rect
0.151	0.331	rect
0.167	0.315	rect
0.158	0.347	rect
0.123	0.358	rect
0.135	0.344	rect
0.144	0.344	rect
0.163	0.344	rect
0.133	0.353	rect
0.127	0.329	rect
0.143	0.357	rect
0.151	0.317	rect
0.139	0.353	rect
0.164	0.334	rect
0.115	0.340	rect
0.156	0.313	rect
0.170	0.296	rect
0.156	0.309	rect
0.136	0.348	rect
0.175	0.322	rect
0.135	0.295	rect
0.134	0.327	rect
0.117	0.313	rect
0.170	0.324	rect
0.153	0.284	rect
0.122	0.304	rect
0.131	0.272	rect
0.165	0.291	rect
0.166	0.306	rect
0.110	0.320	rect
0.160	0.301	rect
0.134	0.284	rect
0.126	0.294	rect
0.121	0.263	rect
0.134	0.282	rect
0.144	0.260	rect
0.129	0.242	rect
0.137	0.248	rect
0.121	0.267	rect
0.124	0.282	rect
0.159	0.256	rect
0.128	0.244	rect
0.140	0.252	rect
0.157	0.239	rect
0.147	0.275	rect
0.166	0.253	rect
0.121	0.237	rect
0.146	0.258	rect
0.150	0.237	rect
0.147	0.205	rect
0.144	0.249	rect
0.146	0.231	rect
0.166	0.243	rect
0.147	0.240	rect
0.161	0.242	rect
0.124	0.215	rect
0.138	0.211	rect
0.132	0.226	rect
0.169	0.222	rect
0.128	0.256	rect
0.126	0.192	rect
0.137	0.220	rect
0.144	0.223	rect
0.179	0.229	rect
0.130	0.218	rect
0.145	0.197	rect
0.165	0.223	rect
0.122	0.178	rect
0.107	0.194	rect
0.120	0.169	rect
0.154	0.193	rect
0.128	0.174	rect
0.138	0.202	rect
0.157	0.204	rect
0.123	0.176	rect
0.167	0.182	rect
0.151	0.194	rect
0.176	0.178	rect
0.153	0.142	rect
0.140	0.196	rect
0.124	0.170	rect
0.116	0.167	rect
0.118	0.172	rect
0.142	0.192	rect
0.150	0.215	rect
0.160	0.175	rect
0.124	0.172	rect
0.137	0.195	rect
0.156	0.200	rect
0.132	0.171	rect
0.137	0.173	rect
0.096	0.165	rect
0.140	0.162	rect
0.152	0.182	rect
0.141	0.192	rect
0.146	0.127	rect
0.123	0.146	rect
0.116	0.163	rect
0.114	0.162	rect
0.119	0.171	rect
0.092	0.172	rect
0.140	0.172	rect
0.157	0.148	rect
0.179	0.181	rect
0.133	0.157	rect
0.147	0.176	rect
0.180	0.169	rect
0.144	0.172	rect
0.170	0.141	rect
0.149	0.186	rect
0.130	0.146	rect
0.160	0.170	rect
0.134	0.137	rect
0.148	0.152	rect
0.145	0.185	rect
0.190	0.183	rect
0.163	0.159	rect
0.163	0.170	rect
0.205	0.166	rect
0.193	0.174	rect
0.187	0.161	rect
0.185	0.158	rect
0.157	0.171	rect
0.185	0.176	rect
0.183	0.185	rect
0.204	0.156	rect
0.200	0.157	rect
0.222	0.163	rect
0.223	0.166	rect
0.187	0.150	rect
0.205	0.163	rect
0.218	0.141	rect
0.195	0.193	rect
0.215	0.165	rect
0.207	0.187	rect
0.276	0.166	rect
0.256	0.191	rect
0.277	0.156	rect
0.226	0.165	rect
0.248	0.157	rect
0.259	0.150	rect
0.299	0.168	rect
0.281	0.147	rect
0.258	0.169	rect
0.261	0.172	rect
0.327	0.151	rect
0.343	0.125	rect
0.354	0.175	rect
0.307	0.139	rect
0.349	0.149	rect
0.320	0.165	rect
0.322	0.162	rect
0.325	0.163	rect
0.324	0.156	rect
0.333	0.148	rect
0.398	0.174	rect
0.368	0.189	rect
0.396	0.182	rect
0.381	0.146	rect
0.374	0.151	rect
0.407	0.181	rect
0.414	0.145	rect
0.379	0.171	rect
0.395	0.144	rect
0.431	0.190	rect
0.472	0.159	rect
0.428	0.153	rect
0.411	0.182	rect
0.428	0.140	rect
0.467	0.167	rect
0.427	0.146	rect
0.451	0.168	rect
0.435	0.174	rect
0.421	0.132	rect
0.460	0.152	rect
0.496	0.147	rect
0.480	0.174	rect
0.469	0.154	rect
0.482	0.138	rect
0.476	0.150	rect
0.471	0.168	rect
0.472	0.172	rect
0.499	0.170	rect
0.476	0.162	rect
0.483	0.189	rect
0.535	0.170	rect
0.542	0.182	rect
0.526	0.154	rect
0.521	0.182	rect
0.533	0.158	rect
0.542	0.163	rect
0.518	0.154	rect
0.525	0.164	rect
0.524	0.171	rect
0.525	0.174	rect
0.571	0.167	rect
0.596	0.185	rect
0.597	0.154	rect
0.572	0.196	rect
0.603	0.147	rect
0.584	0.148	rect
0.545	0.161	rect
0.574	0.165	rect
0.608	0.151	rect
0.560	0.174	rect
0.642	0.197	rect
0.656	0.129	rect
0.661	0.159	rect
0.639	0.192	rect
0.650	0.165	rect
0.670	0.175	rect
0.647	0.193	rect
0.629	0.180	rect
0.676	0.178	rect
0.673	0.161	rect
0.720	0.174	rect
0.723	0.167	rect
0.707	0.152	rect
0.757	0.138	rect
0.712	0.150	rect
0.691	0.159	rect
0.676	0.160	rect
0.763	0.166	rect
0.713	0.153	rect
0.711	0.187	rect
0.735	0.181	rect
0.759	0.139	rect
0.753	0.136	rect
0.761	0.187	rect
0.751	0.136	rect
0.726	0.171	rect
0.763	0.149	rect
0.758	0.179	rect
0.731	0.170	rect
0.707	0.161	rect
0.791	0.173	rect
0.811	0.151	rect
0.799	0.180	rect
0.796	0.170	rect
0.804	0.158	rect
0.794	0.181	rect
0.777	0.172	rect
0.798	0.176	rect
0.802	0.155	rect
0.780	0.138	rect
0.818	0.164	rect
0.843	0.170	rect
0.799	0.171	rect
0.815	0.163	rect
0.792	0.144	rect
0.830	0.157	rect
0.854	0.149	rect
0.843	0.143	rect
0.850	0.174	rect
0.830	0.159	rect
0.861	0.152	rect
0.828	0.198	rect
0.830	0.156	rect
0.852	0.183	rect
0.840	0.168	rect
0.797	0.155	rect
0.841	0.187	rect
0.838	0.166	rect
0.810	0.162	rect
0.827	0.156	rect
0.848	0.169	rect
0.830	0.140	rect
0.855	0.169	rect
0.846	0.155	rect
0.855	0.167	rect
0.857	0.178	rect
0.822	0.187	rect
0.852	0.134	rect
0.858	0.173	rect
0.871	0.164	rect
0.857	0.164	rect
0.875	0.211	rect
0.828	0.198	rect
0.849	0.211	rect
0.859	0.180	rect
0.876	0.197	rect
0.861	0.195	rect
0.841	0.207	rect
0.893	0.201	rect
0.855	0.184	rect
0.876	0.241	rect
0.831	0.231	rect
0.857	0.276	rect
0.807	0.251	rect
0.855	0.241	rect
0.840	0.263	rect
0.824	0.248	rect
0.812	0.244	rect
0.869	0.234	rect
0.829	0.249	rect
0.865	0.278	rect
0.868	0.237	rect
0.837	0.266	rect
0.844	0.240	rect
0.837	0.272	rect
0.833	0.275	rect
0.848	0.247	rect
0.841	0.265	rect
0.850	0.255	rect
0.841	0.233	rect
0.831	0.311	rect
0.870	0.304	rect
0.829	0.301	rect
0.863	0.310	rect
0.850	0.300	rect
0.852	0.311	rect
0.847	0.321	rect
0.851	0.291	rect
0.855	0.305	rect
0.863	0.310	rect
0.845	0.355	rect
0.843	0.340	rect
0.834	0.360	rect
0.884	0.345	rect
0.858	0.359	rect
0.844	0.350	rect
0.839	0.353	rect
0.849	0.335	rect
0.851	0.311	rect
0.820	0.358	rect
0.848	0.382	rect
0.855	0.386	rect
0.820	0.384	rect
0.873	0.389	rect
0.854	0.414	rect
0.864	0.397	rect
0.852	0.399	rect
0.881	0.398	rect
0.865	0.361	rect
0.862	0.393	rect
0.834	0.477	rect
0.863	0.428	rect
0.838	0.446	rect
0.823	0.428	rect
0.859	0.446	rect
0.822	0.451	rect
0.853	0.449	rect
0.847	0.473	rect
0.841	0.471	rect
0.806	0.446	rect
0.837	0.507	rect
0.820	0.505	rect
0.816	0.550	rect
0.830	0.509	rect
0.799	0.493	rect
0.813	0.525	rect
0.838	0.498	rect
0.846	0.530	rect
0.837	0.528	rect
0.828	0.506	rect
0.811	0.602	rect
0.823	0.561	rect
0.829	0.598	rect
0.804	0.556	rect
0.849	0.583	rect
0.797	0.544	rect
0.840	0.592	rect
0.852	0.581	rect
0.841	0.600	rect
0.794	0.601	rect
0.841	0.633	rect
0.796	0.637	rect
0.805	0.653	rect
0.842	0.633	rect
0.815	0.626	rect
0.845	0.636	rect
0.813	0.636	rect
0.831	0.648	rect
0.848	0.625	rect
0.833	0.655	rect
0.835	0.670	rect
0.840	0.695	rect
0.840	0.687	rect
0.830	0.659	rect
0.847	0.712	rect
0.831	0.723	rect
0.815	0.701	rect
0.861	0.718	rect
0.825	0.683	rect
0.856	0.687	rect
0.857	0.736	rect
0.844	0.759	rect
0.794	0.750	rect
0.816	0.741	rect
0.843	0.750	rect
0.829	0.735	rect
0.812	0.720	rect
0.845	0.718	rect
0.826	0.737	rect
0.834	0.733	rect
0.833	0.785	rect
0.831	0.778	rect
0.821	0.754	rect
0.803	0.773	rect
0.803	0.772	rect
0.820	0.777	rect
0.810	0.782	rect
0.841	0.784	rect
0.819	0.779	rect
0.827	0.772	rect
0.859	0.822	rect
0.847	0.854	rect
0.852	0.838	rect
0.846	0.830	rect
0.856	0.831	rect
0.833	0.848	rect
0.829	0.833	rect
0.865	0.861	rect
0.867	0.820	rect
0.850	0.834	rect
0.891	0.876	rect
0.833	0.898	rect
0.822	0.884	rect
0.796	0.890	rect
0.858	0.892	rect
0.852	0.875	rect
0.856	0.880	rect
0.840	0.898	rect
0.849	0.882	rect
0.847	0.877	rect
0.851	0.863	rect
0.843	0.888	rect
0.815	0.906	rect
0.886	0.883	rect
0.835	0.909	rect
0.830	0.872	rect
0.838	0.877	rect
0.857	0.880	rect
0.842	0.894	rect
0.816	0.907	rect
0.793	0.906	rect
0.805	0.910	rect
0.789	0.929	rect
0.792	0.888	rect
0.798	0.921	rect
0.774	0.909	rect
0.763	0.890	rect
0.787	0.894	rect
0.790	0.944	rect
0.823	0.882	rect
0.832	0.894	rect
0.801	0.895	rect
0.772	0.885	rect
0.776	0.859	rect
0.820	0.888	rect
0.799	0.870	rect
0.803	0.889	rect
0.793	0.901	rect
0.797	0.897	rect
0.804	0.909	rect
0.571	0.902	rect
0.581	0.897	rect
0.561	0.873	rect
0.600	0.886	rect
0.607	0.872	rect
0.573	0.890	rect
0.576	0.901	rect
0.539	0.882	rect
0.614	0.878	rect
0.567	0.887	rect
0.560	0.902	rect
0.585	0.892	rect
0.565	0.895	rect
0.560	0.918	rect
0.553	0.911	rect
0.563	0.881	rect
0.526	0.870	rect
0.600	0.902	rect
0.598	0.869	rect
0.570	0.866	rect
0.408	0.903	rect
0.438	0.885	rect
0.397	0.870	rect
0.438	0.886	rect
0.427	0.880	rect
0.429	0.886	rect
0.427	0.878	rect
0.430	0.895	rect
0.440	0.882	rect
0.439	0.898	rect
0.375	0.890	rect
0.380	0.874	rect
0.360	0.889	rect
0.382	0.886	rect
0.346	0.893	rect
0.368	0.909	rect
0.357	0.845	rect
0.417	0.893	rect
0.364	0.910	rect
0.363	0.872	rect
0.336	0.884	rect
0.327	0.892	rect
0.363	0.911	rect
0.337	0.893	rect
0.343	0.878	rect
0.353	0.889	rect
0.311	0.870	rect
0.335	0.905	rect
0.368	0.872	rect
0.330	0.864	rect
0.250	0.871	rect
0.301	0.870	rect
0.270	0.893	rect
0.291	0.885	rect
0.291	0.904	rect
0.267	0.875	rect
0.280	0.883	rect
0.278	0.895	rect
0.266	0.901	rect
0.287	0.901	rect
0.209	0.882	rect
0.234	0.883	rect
0.199	0.877	rect
0.236	0.876	rect
0.190	0.876	rect
0.199	0.880	rect
0.227	0.866	rect
0.194	0.888	rect
0.197	0.873	rect
0.201	0.888	rect
0.161	0.887	rect
0.134	0.878	rect
0.182	0.885	rect
0.153	0.886	rect
0.159	0.883	rect
0.182	0.886	rect
0.164	0.885	rect
0.171	0.890	rect
0.172	0.911	rect
0.182	0.878	rect
0.156	0.896	rect
0.153	0.880	rect
0.133	0.879	rect
0.138	0.876	rect
0.151	0.885	rect
0.158	0.881	rect
0.127	0.872	rect
0.166	0.859	rect
0.144	0.883	rect
0.154	0.879	rect
0.244	0.857	rect
0.227	0.894	rect
0.256	0.879	rect
0.264	0.885	rect
0.264	0.865	rect
0.229	0.900	rect
0.248	0.887	rect
0.266	0.903	rect
0.258	0.909	rect
0.242	0.906	rect
0.360	0.882	rect
0.329	0.874	rect
0.352	0.882	rect
0.373	0.909	rect
0.307	0.888	rect
0.338	0.893	rect
0.347	0.900	rect
0.348	0.866	rect
0.306	0.894	rect
0.338	0.904	rect
0.393	0.879	rect
0.392	0.895	rect
0.392	0.882	rect
0.414	0.880	rect
0.411	0.886	rect
0.403	0.885	rect
0.413	0.919	rect
0.411	0.919	rect
0.417	0.887	rect
0.404	0.906	rect
0.467	0.924	rect
0.458	0.908	rect
0.490	0.861	rect
0.460	0.890	rect
0.482	0.906	rect
0.470	0.880	rect
0.524	0.881	rect
0.492	0.900	rect
0.487	0.864	rect
0.473	0.891	rect
0.527	0.924	rect
0.510	0.891	rect
0.551	0.865	rect
0.510	0.860	rect
0.505	0.903	rect
0.541	0.907	rect
0.542	0.871	rect
0.509	0.900	rect
0.491	0.882	rect
0.512	0.890	rect
0.571	0.842	rect
0.583	0.884	rect
0.579	0.879	rect
0.577	0.866	rect
0.574	0.880	rect
0.579	0.897	rect
0.572	0.887	rect
0.578	0.883	rect
0.532	0.899	rect
0.548	0.852	rect
0.640	0.866	rect
0.643	0.885	rect
0.639	0.878	rect
0.643	0.861	rect
0.632	0.861	rect
0.642	0.870	rect
0.613	0.888	rect
0.619	0.862	rect
0.625	0.900	rect
0.608	0.894	rect
0.676	0.854	rect
0.668	0.893	rect
0.665	0.863	rect
0.697	0.873	rect
0.680	0.906	rect
0.687	0.917	rect
0.705	0.878	rect
0.646	0.871	rect
0.709	0.888	rect
0.665	0.865	rect
0.738	0.865	rect
0.696	0.911	rect
0.714	0.896	rect
0.754	0.941	rect
0.693	0.901	rect
0.685	0.896	rect
0.721	0.880	rect
0.726	0.881	rect
0.740	0.867	rect
0.684	0.887	rect
0.735	0.861	rect
0.728	0.914	rect
0.759	0.887	rect
0.769	0.905	rect
0.782	0.875	rect
0.743	0.913	rect
0.728	0.909	rect
0.747	0.893	rect
0.717	0.895	rect
0.718	0.893	rect
0.750	0.878	rect
0.797	0.915	rect
0.775	0.902	rect
0.810	0.898	rect
0.786	0.863	rect
0.777	0.903	rect
0.755	0.900	rect
0.795	0.897	rect
0.816	0.893	rect
0.766	0.882	rect
0.808	0.863	rect
0.777	0.816	rect
0.825	0.886	rect
0.812	0.857	rect
0.762	0.852	rect
0.786	0.861	rect
0.781	0.831	rect
0.822	0.815	rect
0.811	0.848	rect
0.810	0.854	rect
0.809	0.834	rect
0.828	0.814	rect
0.805	0.806	rect
0.824	0.815	rect
0.796	0.794	rect
0.810	0.762	rect
0.802	0.804	rect
0.810	0.760	rect
0.827	0.808	rect
0.833	0.811	rect
0.848	0.728	rect
0.844	0.741	rect
0.825	0.735	rect
0.793	0.735	rect
0.840	0.722	rect
0.805	0.716	rect
0.803	0.714	rect
0.809	0.731	rect
0.851	0.733	rect
0.819	0.765	rect
0.855	0.669	rect
0.803	0.657	rect
0.815	0.669	rect
0.791	0.691	rect
0.823	0.656	rect
0.821	0.643	rect
0.813	0.672	rect
0.797	0.661	rect
0.830	0.641	rect
0.813	0.663	rect
0.813	0.573	rect
0.818	0.587	rect
0.799	0.569	rect
0.849	0.578	rect
0.799	0.565	rect
0.804	0.589	rect
0.829	0.568	rect
0.792	0.566	rect
0.790	0.561	rect
0.804	0.582	rect
0.813	0.494	rect
0.802	0.511	rect
0.821	0.532	rect
0.813	0.490	rect
0.809	0.529	rect
0.829	0.514	rect
0.824	0.513	rect
0.805	0.508	rect
0.836	0.507	rect
0.831	0.482	rect
0.848	0.430	rect
0.807	0.435	rect
0.792	0.422	rect
0.850	0.415	rect
0.816	0.441	rect
0.827	0.445	rect
0.867	0.423	rect
0.831	0.413	rect
0.842	0.442	rect
0.831	0.434	rect
0.828	0.379	rect
0.808	0.380	rect
0.814	0.342	rect
0.821	0.380	rect
0.829	0.358	rect
0.844	0.375	rect
0.845	0.341	rect
0.828	0.367	rect
0.814	0.386	rect
0.829	0.373	rect
0.804	0.325	rect
0.817	0.314	rect
0.810	0.290	rect
0.813	0.311	rect
0.860	0.319	rect
0.818	0.321	rect
0.811	0.297	rect
0.826	0.286	rect
0.797	0.290	rect
0.852	0.286	rect
0.843	0.226	rect
0.826	0.211	rect
0.847	0.202	rect
0.817	0.225	rect
0.858	0.223	rect
0.846	0.219	rect
0.832	0.216	rect
0.825	0.241	rect
0.842	0.235	rect
0.801	0.228	rect
0.819	0.185	rect
0.792	0.176	rect
0.820	0.180	rect
0.793	0.220	rect
0.832	0.199	rect
0.810	0.212	rect
0.796	0.186	rect
0.814	0.205	rect
0.833	0.154	rect
0.820	0.205	rect
0.762	0.166	rect
0.749	0.166	rect
0.755	0.190	rect
0.765	0.187	rect
0.731	0.165	rect
0.756	0.181	rect
0.740	0.151	rect
0.741	0.190	rect
0.726	0.165	rect
0.760	0.136	rect
0.650	0.177	rect
0.666	0.162	rect
0.682	0.160	rect
0.685	0.136	rect
0.642	0.165	rect
0.686	0.138	rect
0.656	0.152	rect
0.667	0.175	rect
0.686	0.179	rect
0.688	0.180	rect
0.544	0.165	rect
0.544	0.127	rect
0.538	0.128	rect
0.532	0.144	rect
0.555	0.162	rect
0.534	0.117	rect
0.546	0.153	rect
0.534	0.183	rect
0.576	0.129	rect
0.544	0.163	rect
0.466	0.146	rect
0.475	0.158	rect
0.471	0.152	rect
0.459	0.159	rect
0.452	0.141	rect
0.492	0.165	rect
0.464	0.175	rect
0.472	0.120	rect
0.454	0.166	rect
0.495	0.152	rect
0.389	0.141	rect
0.376	0.146	rect
0.400	0.155	rect
0.383	0.139	rect
0.370	0.171	rect
0.406	0.187	rect
0.377	0.154	rect
0.341	0.142	rect
0.405	0.163	rect
0.359	0.149	rect
0.248	0.149	rect
0.284	0.153	rect
0.298	0.161	rect
0.269	0.145	rect
0.310	0.141	rect
0.271	0.138	rect
0.290	0.173	rect
0.281	0.147	rect
0.283	0.136	rect
0.277	0.148	rect
0.212	0.156	rect
0.222	0.144	rect
0.197	0.168	rect
0.199	0.170	rect
0.232	0.132	rect
0.194	0.154	rect
0.222	0.136	rect
0.215	0.182	rect
0.213	0.198	rect
0.218	0.206	rect
0.416	0.652	circle
0.385	0.646	circle
0.399	0.638	circle
0.417	0.655	circle
0.426	0.623	circle
0.394	0.627	circle
0.371	0.663	circle
0.401	0.642	circle
0.395	0.666	circle
0.401	0.624	circle
0.401	0.650	circle
0.402	0.645	circle
0.382	0.643	circle
0.424	0.638	circle
0.382	0.611	circle
0.405	0.636	circle
0.403	0.649	circle
0.387	0.630	circle
0.398	0.649	circle
0.391	0.661	circle
0.358	0.590	circle
0.355	0.609	circle
0.344	0.612	circle
0.350	0.616	circle
0.370	0.598	circle
0.368	0.593	circle
0.356	0.592	circle
0.351	0.606	circle
0.370	0.616	circle
0.375	0.605	circle
0.351	0.569	circle
0.381	0.561	circle
0.353	0.557	circle
0.372	0.561	circle
0.372	0.555	circle
0.346	0.551	circle
0.382	0.548	circle
0.382	0.595	circle
0.357	0.583	circle
0.338	0.566	circle
0.338	0.535	circle
0.322	0.522	circle
0.334	0.512	circle
0.337	0.530	circle
0.362	0.540	circle
0.337	0.533	circle
0.375	0.508	circle
0.346	0.487	circle
0.339	0.536	circle
0.334	0.481	circle
0.344	0.463	circle
0.366	0.487	circle
0.367	0.443	circle
0.349	0.474	circle
0.367	0.503	circle
0.397	0.499	circle
0.354	0.473	circle
0.356	0.491	circle
0.364	0.463	circle
