X	Y	Class label
0.450	0.785	left
0.489	0.781	left
0.465	0.897	left
0.449	0.780	left
0.475	0.832	left
0.535	0.886	left
0.465	0.884	left
0.513	0.715	left
0.473	0.868	left
0.499	0.815	left
0.428	0.837	left
0.432	0.827	left
0.465	0.733	left
0.486	0.874	left
0.438	0.945	left
0.410	0.858	left
0.431	0.862	left
0.525	0.808	left
0.373	0.788	left
0.517	0.828	left
0.438	0.851	left
0.467	0.807	left
0.420	0.908	left
0.391	0.866	left
0.435	0.792	left
0.447	0.767	left
0.502	0.835	left
0.497	0.789	left
0.448	0.743	left
0.441	0.803	left
0.495	0.843	left
0.313	0.813	left
0.507	0.714	left
0.314	0.807	left
0.403	0.802	left
0.436	0.813	left
0.424	0.717	left
0.432	0.873	left
0.469	0.880	left
0.509	0.725	left
0.485	0.859	left
0.428	0.835	left
0.433	0.717	left
0.369	0.885	left
0.401	0.876	left
0.455	0.708	left
0.476	0.772	left
0.340	0.823	left
0.495	0.741	left
0.378	0.745	left
0.374	0.817	left
0.364	0.795	left
0.414	0.750	left
0.464	0.791	left
0.304	0.807	left
0.431	0.847	left
0.487	0.905	left
0.411	0.778	left
0.415	0.722	left
0.358	0.906	left
0.424	0.827	left
0.448	0.891	left
0.367	0.732	left
0.371	0.820	left
0.337	0.846	left
0.357	0.757	left
0.349	0.730	left
0.436	0.846	left
0.402	0.774	left
0.375	0.763	left
0.556	0.762	left
0.345	0.836	left
0.410	0.786	left
0.403	0.705	left
0.336	0.823	left
0.333	0.752	left
0.384	0.745	left
0.413	0.815	left
0.419	0.710	left
0.371	0.773	left
0.400	0.686	left
0.314	0.800	left
0.364	0.782	left
0.482	0.827	left
0.384	0.767	left
0.332	0.765	left
0.339	0.760	left
0.411	0.784	left
0.331	0.731	left
0.362	0.776	left
0.367	0.721	left
0.383	0.836	left
0.348	0.736	left
0.361	0.831	left
0.324	0.771	left
0.363	0.749	left
0.293	0.813	left
0.237	0.770	left
0.345	0.743	left
0.343	0.741	left
0.348	0.764	left
0.294	0.722	left
0.271	0.698	left
0.340	0.756	left
0.335	0.668	left
0.366	0.780	left
0.320	0.729	left
0.273	0.681	left
0.224	0.790	left
0.407	0.773	left
0.255	0.774	left
0.311	0.783	left
0.382	0.677	left
0.303	0.810	left
0.301	0.669	left
0.263	0.658	left
0.256	0.811	left
0.283	0.749	left
0.347	0.801	left
0.252	0.681	left
0.283	0.689	left
0.271	0.681	left
0.244	0.687	left
0.351	0.741	left
0.335	0.687	left
0.228	0.698	left
0.334	0.671	left
0.355	0.816	left
0.305	0.732	left
0.251	0.677	left
0.348	0.684	left
0.208	0.736	left
0.250	0.732	left
0.254	0.720	left
0.256	0.739	left
0.267	0.749	left
0.311	0.696	left
0.232	0.717	left
0.192	0.758	left
0.298	0.718	left
0.150	0.645	left
0.240	0.613	left
0.234	0.733	left
0.200	0.764	left
0.136	0.669	left
0.195	0.735	left
0.289	0.627	left
0.222	0.631	left
0.236	0.747	left
0.213	0.648	left
0.201	0.678	left
0.245	0.646	left
0.275	0.704	left
0.327	0.637	left
0.257	0.642	left
0.298	0.647	left
0.362	0.657	left
0.258	0.588	left
0.279	0.593	left
0.288	0.721	left
0.227	0.650	left
0.252	0.691	left
0.234	0.595	left
0.207	0.623	left
0.279	0.538	left
0.167	0.560	left
0.209	0.650	left
0.175	0.638	left
0.197	0.601	left
0.265	0.603	left
0.194	0.624	left
0.281	0.685	left
0.265	0.598	left
0.254	0.713	left
0.273	0.572	left
0.160	0.623	left
0.166	0.621	left
0.199	0.487	left
0.282	0.530	left
0.175	0.542	left
0.151	0.598	left
0.175	0.594	left
0.260	0.636	left
0.242	0.608	left
0.267	0.561	left
0.209	0.573	left
0.233	0.571	left
0.140	0.510	left
0.181	0.537	left
0.180	0.518	left
0.180	0.524	left
0.217	0.610	left
0.208	0.628	left
0.192	0.549	left
0.232	0.573	left
0.153	0.633	left
0.186	0.560	left
0.209	0.541	left
0.222	0.605	left
0.244	0.489	left
0.204	0.494	left
0.199	0.558	left
0.164	0.546	left
0.118	0.526	left
0.106	0.483	left
0.301	0.452	left
0.317	0.540	left
0.215	0.526	left
0.241	0.513	left
0.143	0.403	left
0.170	0.519	left
0.165	0.454	left
0.211	0.462	left
0.295	0.522	left
0.220	0.435	left
0.182	0.400	left
0.182	0.461	left
0.235	0.444	left
0.238	0.462	left
0.207	0.516	left
0.229	0.492	left
0.139	0.475	left
0.144	0.472	left
0.276	0.332	left
0.277	0.410	left
0.227	0.494	left
0.254	0.435	left
0.225	0.434	left
0.176	0.433	left
0.111	0.494	left
0.246	0.494	left
0.185	0.418	left
0.202	0.358	left
0.248	0.372	left
0.213	0.400	left
0.283	0.430	left
0.191	0.470	left
0.225	0.391	left
0.261	0.311	left
0.226	0.316	left
0.155	0.398	left
0.195	0.399	left
0.191	0.311	left
0.305	0.383	left
0.181	0.473	left
0.204	0.429	left
0.192	0.347	left
0.294	0.426	left
0.237	0.389	left
0.293	0.301	left
0.281	0.302	left
0.306	0.374	left
0.265	0.353	left
0.347	0.359	left
0.288	0.257	left
0.197	0.360	left
0.326	0.310	left
0.233	0.279	left
0.347	0.299	left
0.365	0.304	left
0.282	0.297	left
0.266	0.474	left
0.361	0.272	left
0.380	0.240	left
0.428	0.190	left
0.401	0.286	left
0.297	0.319	left
0.357	0.272	left
0.382	0.272	left
0.439	0.271	left
0.351	0.299	left
0.333	0.227	left
0.406	0.301	left
0.431	0.181	left
0.393	0.290	left
0.470	0.233	left
0.324	0.252	left
0.485	0.269	left
0.526	0.217	left
0.485	0.258	left
0.427	0.373	left
0.543	0.296	left
0.443	0.215	left
0.439	0.309	left
0.390	0.268	left
0.549	0.299	left
0.499	0.180	left
0.440	0.306	left
0.467	0.211	left
0.569	0.267	left
0.571	0.313	left
0.404	0.355	left
0.588	0.298	left
0.510	0.246	left
0.486	0.276	left
0.471	0.184	left
0.511	0.240	left
0.569	0.253	left
0.526	0.200	left
0.547	0.218	left
0.500	0.275	left
0.510	0.321	left
0.619	0.244	left
0.525	0.208	left
0.563	0.230	left
0.611	0.191	left
0.583	0.299	left
0.309	0.620	left
0.173	0.573	left
0.249	0.635	left
0.261	0.572	left
0.252	0.476	left
0.234	0.593	left
0.239	0.538	left
0.298	0.574	left
0.242	0.565	left
0.284	0.572	left
0.173	0.538	left
0.217	0.526	left
0.196	0.572	left
0.308	0.561	left
0.185	0.664	left
0.176	0.439	left
0.210	0.524	left
0.230	0.534	left
0.334	0.550	left
0.187	0.519	left
0.238	0.489	left
0.297	0.567	left
0.169	0.432	left
0.123	0.480	left
0.163	0.406	left
0.265	0.445	left
0.186	0.387	left
0.217	0.472	left
0.276	0.476	left
0.172	0.394	left
0.316	0.424	left
0.269	0.460	left
0.342	0.413	left
0.274	0.303	left
0.235	0.468	left
0.193	0.367	left
0.167	0.359	left
0.175	0.374	left
0.246	0.434	left
0.272	0.502	left
0.313	0.375	left
0.205	0.366	left
0.242	0.435	left
0.300	0.450	left
0.229	0.365	left
0.264	0.345	left
0.139	0.321	left
0.271	0.312	left
0.307	0.371	left
0.276	0.403	left
0.290	0.228	left
0.222	0.286	left
0.203	0.338	left
0.195	0.332	left
0.209	0.361	left
0.143	0.350	left
0.287	0.348	left
0.338	0.276	left
0.403	0.377	left
0.265	0.305	left
0.306	0.358	left
0.407	0.336	left
0.298	0.347	left
0.375	0.252	left
0.312	0.387	left
0.276	0.255	left
0.366	0.326	left
0.288	0.229	left
0.328	0.272	left
0.319	0.372	left
0.354	0.358	left
0.271	0.286	left
0.270	0.319	left
0.399	0.305	left
0.360	0.331	left
0.372	0.280	left
0.364	0.271	left
0.281	0.310	left
0.365	0.326	left
0.360	0.353	left
0.376	0.255	left
0.365	0.258	left
0.431	0.276	left
0.433	0.284	left
0.325	0.236	left
0.400	0.272	left
0.439	0.205	left
0.371	0.362	left
0.430	0.278	left
0.407	0.344	left
0.438	0.283	left
0.378	0.357	left
0.440	0.253	left
0.288	0.282	left
0.353	0.256	left
0.390	0.235	left
0.509	0.290	left
0.458	0.228	left
0.386	0.293	left
0.397	0.301	left
0.418	0.239	left
0.467	0.161	left
0.500	0.310	left
0.359	0.203	left
0.483	0.233	left
0.397	0.280	left
0.404	0.271	left
0.413	0.273	left
0.408	0.252	left
0.436	0.227	left
0.427	0.305	left
0.336	0.351	left
0.421	0.330	left
0.374	0.222	left
0.354	0.238	left
0.410	0.338	left
0.430	0.229	left
0.325	0.307	left
0.374	0.225	left
0.480	0.363	left
0.439	0.285	left
0.305	0.268	left
0.256	0.355	left
0.305	0.227	left
0.423	0.310	left
0.280	0.263	left
0.353	0.328	left
0.305	0.346	left
0.262	0.222	left
0.380	0.280	left
0.321	0.294	left
0.271	0.374	left
0.239	0.313	left
0.278	0.265	left
0.259	0.303	left
0.233	0.391	left
0.236	0.404	left
0.316	0.398	left
0.247	0.373	left
0.268	0.454	left
0.279	0.405	left
0.298	0.443	left
0.250	0.359	left
0.237	0.442	left
0.270	0.370	left
0.552	0.547	right
0.478	0.519	right
0.499	0.551	right
0.496	0.571	right
0.499	0.580	right
0.482	0.560	right
0.559	0.613	right
0.561	0.522	right
0.485	0.646	right
0.580	0.500	right
0.537	0.503	right
0.422	0.543	right
0.508	0.553	right
0.608	0.512	right
0.466	0.580	right
0.503	0.639	right
0.547	0.435	right
0.561	0.526	right
0.497	0.626	right
0.528	0.544	right
0.608	0.573	right
0.539	0.626	right
0.485	0.588	right
0.627	0.584	right
0.617	0.530	right
0.595	0.563	right
0.602	0.542	right
0.555	0.496	right
0.704	0.455	right
0.571	0.491	right
0.530	0.516	right
0.487	0.517	right
0.746	0.535	right
0.596	0.497	right
0.593	0.598	right
0.585	0.577	right
0.657	0.452	right
0.639	0.442	right
0.663	0.595	right
0.631	0.442	right
0.592	0.543	right
0.704	0.478	right
0.687	0.567	right
0.609	0.541	right
0.535	0.514	right
0.694	0.544	right
0.757	0.478	right
0.720	0.564	right
0.709	0.535	right
0.735	0.500	right
0.724	0.561	right
0.674	0.536	right
0.737	0.548	right
0.749	0.486	right
0.682	0.433	right
0.716	0.512	right
0.793	0.529	right
0.660	0.533	right
0.707	0.509	right
0.641	0.452	right
0.763	0.488	right
0.836	0.465	right
0.803	0.445	right
0.822	0.537	right
0.764	0.492	right
0.849	0.455	right
0.752	0.593	right
0.756	0.468	right
0.822	0.550	right
0.788	0.504	right
0.670	0.456	right
0.803	0.552	right
0.792	0.487	right
0.707	0.477	right
0.759	0.458	right
0.787	0.466	right
0.732	0.380	right
0.808	0.468	right
0.780	0.424	right
0.807	0.460	right
0.825	0.480	right
0.720	0.507	right
0.810	0.346	right
0.825	0.463	right
0.867	0.436	right
0.837	0.332	right
0.889	0.471	right
0.750	0.432	right
0.812	0.472	right
0.841	0.379	right
0.901	0.407	right
0.856	0.402	right
0.798	0.436	right
0.954	0.420	right
0.840	0.367	right
0.914	0.403	right
0.778	0.375	right
0.857	0.510	right
0.705	0.433	right
0.850	0.404	right
0.814	0.437	right
0.765	0.391	right
0.731	0.380	right
0.902	0.349	right
0.781	0.393	right
0.892	0.356	right
0.900	0.232	right
0.807	0.319	right
0.827	0.243	right
0.809	0.338	right
0.796	0.315	right
0.839	0.231	right
0.821	0.287	right
0.845	0.257	right
0.818	0.191	right
0.792	0.285	right
0.908	0.265	right
0.786	0.255	right
0.887	0.283	right
0.847	0.253	right
0.855	0.257	right
0.838	0.288	right
0.852	0.200	right
0.864	0.241	right
0.887	0.256	right
0.818	0.246	right
0.810	0.202	right
0.784	0.261	right
0.936	0.217	right
0.857	0.260	right
0.809	0.210	right
0.794	0.220	right
0.825	0.167	right
0.831	0.095	right
0.739	0.234	right
0.816	0.125	right
0.837	0.137	right
0.732	0.131	right
0.891	0.147	right
0.833	0.221	right
0.856	0.141	right
0.819	0.148	right
0.905	0.146	right
0.858	0.035	right
0.848	0.131	right
0.790	0.207	right
0.880	0.060	right
0.802	0.115	right
0.759	0.059	right
0.866	0.112	right
0.743	0.111	right
0.837	0.105	right
0.818	0.179	right
0.799	0.171	right
0.696	0.099	right
0.798	0.053	right
0.747	0.049	right
0.734	0.183	right
0.776	0.061	right
0.683	0.013	right
0.695	0.094	right
0.769	0.012	right
0.793	0.108	right
0.769	0.103	right
0.739	0.038	right
0.702	0.136	right
0.737	0.010	right
0.756	0.123	right
0.679	-0.003	right
0.816	0.078	right
0.655	-0.043	right
0.784	0.100	right
0.819	0.069	right
0.787	0.125	right
0.646	0.129	right
0.748	0.034	right
0.615	0.048	right
0.641	0.095	right
0.753	0.034	right
0.672	0.014	right
0.719	0.024	right
0.623	0.026	right
0.677	0.060	right
0.730	-0.008	right
0.683	0.083	right
0.646	-0.047	right
0.662	0.028	right
0.662	0.005	right
0.630	-0.080	right
0.681	0.080	right
0.602	0.101	right
0.554	0.037	right
0.690	0.088	right
0.582	-0.017	right
0.675	-0.007	right
0.636	0.007	right
0.597	0.078	right
0.447	0.049	right
0.513	0.022	right
0.596	0.050	right
0.507	0.006	right
0.457	-0.040	right
0.555	-0.045	right
0.499	0.010	right
0.524	-0.001	right
0.511	0.023	right
0.506	0.004	right
0.476	-0.071	right
0.421	-0.013	right
0.422	-0.015	right
0.482	0.001	right
0.451	0.015	right
0.545	0.022	right
0.479	0.004	right
0.502	-0.017	right
0.601	-0.050	right
0.565	0.046	right
0.579	-0.004	right
0.563	-0.027	right
0.591	-0.024	right
0.527	0.026	right
0.516	-0.018	right
0.623	0.066	right
0.627	-0.056	right
0.578	-0.014	right
0.764	-0.021	right
0.591	0.045	right
0.557	0.005	right
0.480	0.020	right
0.667	0.026	right
0.701	-0.020	right
0.713	-0.003	right
0.664	0.049	right
0.692	0.003	right
0.686	-0.013	right
0.744	-0.089	right
0.719	-0.016	right
0.636	0.039	right
0.849	-0.032	right
0.695	0.048	right
0.718	-0.042	right
0.740	-0.029	right
0.798	-0.019	right
0.751	0.024	right
0.674	0.064	right
0.807	0.091	right
0.842	0.101	right
0.795	0.159	right
0.802	0.037	right
0.822	0.137	right
0.770	0.122	right
0.736	0.065	right
0.808	0.078	right
0.818	0.227	right
0.918	0.042	right
0.970	0.104	right
0.878	0.108	right
0.791	0.079	right
0.801	-0.001	right
0.935	0.087	right
0.891	0.071	right
0.902	0.130	right
0.871	0.164	right
0.885	0.152	right
0.906	0.189	right
0.884	0.253	right
0.915	0.239	right
0.855	0.168	right
0.969	0.205	right
0.991	0.165	right
0.890	0.255	right
0.900	0.288	right
0.789	0.230	right
1.013	0.218	right
0.873	0.245	right
0.863	0.327	right
0.940	0.295	right
0.881	0.304	right
0.865	0.375	right
0.843	0.351	right
0.868	0.294	right
0.757	0.263	right
0.980	0.358	right
0.974	0.258	right
0.891	0.251	right
0.807	0.401	right
0.899	0.347	right
0.775	0.302	right
0.898	0.350	right
0.865	0.332	right
0.845	0.397	right
0.839	0.371	right
0.848	0.422	right
0.877	0.384	right
0.875	0.431	right
0.802	0.439	right
0.816	0.391	right
0.759	0.435	right
0.825	0.426	right
0.716	0.445	right
0.755	0.525	right
0.724	0.332	right
0.902	0.478	right
0.744	0.527	right
0.740	0.414	right
0.771	0.484	right
0.745	0.508	right
0.853	0.564	right
0.773	0.509	right
0.793	0.464	right
0.773	0.525	right
0.647	0.466	right
0.720	0.571	right
0.818	0.474	right
0.705	0.448	right
0.593	0.488	right
0.745	0.483	right
0.653	0.553	right
0.717	0.529	right
0.715	0.586	right
0.601	0.500	right
0.640	0.524	right
0.632	0.560	right
0.598	0.578	right
0.659	0.579	right
0.583	0.533	right
0.656	0.534	right
0.551	0.518	right
0.663	0.513	right
0.525	0.516	right
0.533	0.525	right
0.617	0.484	right
0.516	0.551	right
0.526	0.506	right
0.539	0.550	right
0.585	0.558	right
0.503	0.532	right
0.646	0.553	right
0.561	0.555	right
0.577	0.545	right
0.676	0.574	right
0.622	0.570	right
0.642	0.587	right
0.645	0.648	right
0.674	0.551	right
0.698	0.607	right
0.690	0.559	right
0.630	0.557	right
0.644	0.547	right
0.683	0.572	right
0.723	0.570	right
0.629	0.542	right
0.746	0.503	right
0.682	0.573	right
0.711	0.563	right
0.689	0.487	right
0.639	0.598	right
0.727	0.553	right
0.749	0.570	right
0.750	0.510	right
0.562	0.608	right
0.622	0.571	right
0.675	0.618	right
0.651	0.635	right
0.603	0.626	right
0.637	0.543	right
0.546	0.519	right
0.613	0.541	right
0.676	0.622	right
0.479	0.559	right
0.569	0.576	right
0.596	0.597	right
0.601	0.495	right
0.474	0.579	right
0.569	0.608	right
0.498	0.501	right
0.496	0.550	right
0.496	0.511	right
0.562	0.505	right
0.552	0.523	right
0.511	0.506	right
0.540	0.607	right
0.534	0.606	right
0.552	0.511	right
0.514	0.567	right
0.505	0.615	right
0.476	0.568	right
0.571	0.428	right
0.484	0.512	right
0.548	0.563	right
0.510	0.482	right
0.670	0.486	right
0.574	0.543	right
0.562	0.435	right
0.518	0.515	right
0.526	0.614	right
0.477	0.514	right
0.598	0.437	right
0.475	0.419	right
0.460	0.549	right
0.560	0.558	right
0.563	0.452	right
0.464	0.538	right
0.410	0.483	right
0.473	0.507	right
0.489	0.368	right
0.527	0.494	right
0.513	0.479	right
0.508	0.441	right
0.500	0.481	right
0.616	0.552	right
0.594	0.520	right
0.615	0.509	right
0.475	0.557	right
0.524	0.417	right
0.687	0.467	right
0.695	0.526	right
0.684	0.505	right
0.695	0.454	right
0.664	0.453	right
0.728	0.492	right
0.642	0.544	right
0.660	0.468	right
0.678	0.581	right
0.628	0.565	right
0.736	0.447	right
0.712	0.562	right
0.701	0.473	right
0.799	0.504	right
0.748	0.603	right
0.799	0.635	right
0.854	0.519	right
0.678	0.498	right
0.866	0.547	right
0.735	0.479	right
0.918	0.452	right
0.791	0.592	right
0.847	0.546	right
0.966	0.681	right
0.784	0.561	right
0.777	0.508	right
0.885	0.460	right
0.901	0.465	right
0.944	0.422	right
0.774	0.483	right
0.815	0.364	right
0.793	0.525	right
0.885	0.444	right
0.918	0.497	right
0.955	0.408	right
0.843	0.492	right
0.798	0.481	right
0.855	0.435	right
0.766	0.441	right
0.769	0.433	right
0.795	0.341	right
0.934	0.453	right
0.868	0.412	right
0.974	0.400	right
0.901	0.297	right
0.882	0.375	right
0.817	0.365	right
0.934	0.355	right
0.998	0.345	right
0.847	0.310	right
0.897	0.359	right
0.804	0.218	right
0.948	0.430	right
0.910	0.342	right
0.761	0.327	right
0.836	0.296	right
0.821	0.207	right
0.945	0.158	right
0.913	0.258	right
0.910	0.277	right
0.892	0.317	right
0.950	0.257	right
0.881	0.233	right
0.938	0.261	right
0.853	0.199	right
0.891	0.062	right
0.867	0.188	right
0.893	0.055	right
0.941	0.200	right
0.960	0.210	right
0.939	0.092	right
0.926	0.133	right
0.867	0.113	right
0.771	0.115	right
0.913	0.074	right
0.765	0.030	right
0.758	0.023	right
0.777	0.076	right
0.903	0.081	right
0.808	0.178	right
0.877	0.091	right
0.721	0.056	right
0.758	0.092	right
0.686	0.157	right
0.781	0.053	right
0.711	-0.001	right
0.686	0.087	right
0.639	0.051	right
0.738	-0.007	right
0.686	0.060	right
0.626	0.027	right
0.640	0.071	right
0.582	0.015	right
0.734	0.044	right
0.582	0.005	right
0.525	0.075	right
0.601	0.012	right
0.489	0.008	right
0.484	-0.007	right
0.526	0.054	right
0.465	-0.008	right
0.431	0.044	right
0.490	0.106	right
0.466	-0.020	right
0.454	0.099	right
0.482	0.051	right
0.468	0.047	right
0.410	0.032	right
0.502	0.031	right
0.488	-0.045	right
0.521	0.054	right
0.398	0.069	right
0.353	0.029	right
0.525	0.008	right
0.424	0.086	right
0.513	0.089	right
0.632	0.022	right
0.526	-0.008	right
0.556	0.077	right
0.525	0.054	right
0.522	0.070	right
0.461	0.072	right
0.478	-0.041	right
0.501	0.075	right
0.524	0.006	right
0.496	0.050	right
0.499	-0.053	right
0.449	0.026	right
0.406	0.084	right
0.451	0.045	right
0.319	0.096	right
0.357	0.062	right
0.334	-0.011	right
0.345	0.053	right
0.485	0.078	right
0.321	0.096	right
0.301	0.024	right
0.345	-0.011	right
0.260	0.003	right
0.423	-0.009	right
0.362	0.056	right
0.312	0.011	right
0.374	-0.015	right
0.285	0.054	right
0.410	0.049	right
0.344	0.039	right
0.304	0.030	right
0.283	0.106	right
0.333	0.088	right
0.208	0.066	right
0.285	0.035	right
0.205	0.007	right
0.290	0.020	right
0.209	0.141	right
0.324	0.077	right
0.239	0.120	right
0.198	0.039	right
0.251	0.097	right
0.308	-0.054	right
0.271	0.097	right
0.311	0.037	right
0.273	0.035	right
0.288	0.109	right
0.318	0.100	right
0.217	0.032	right
0.321	0.066	right
0.275	-0.024	right
0.276	0.094	right
0.233	0.019	right
0.335	-0.067	right
0.300	0.060	right
0.345	0.015	right
0.395	0.007	right
0.404	-0.063	right
0.274	0.023	right
0.430	-0.065	right
0.341	-0.022	right
0.374	0.046	right
0.431	0.058	right
0.438	0.061	right
0.296	0.043	right
0.296	-0.072	right
0.278	-0.068	right
0.261	-0.020	right
0.328	0.035	right
0.222	-0.097	right
0.258	0.011	right
0.221	0.100	right
0.346	-0.061	right
0.252	0.040	right
0.294	0.001	right
0.323	0.038	right
0.311	0.018	right
0.275	0.041	right
0.254	-0.014	right
0.434	0.051	right
0.350	0.080	right
0.375	-0.084	right
0.319	0.055	right
0.444	0.011	right
0.482	-0.036	right
0.444	-0.021	right
0.515	0.006	right
0.464	-0.041	right
0.424	0.055	right
0.571	0.101	right
0.485	0.001	right
0.377	-0.035	right
0.568	0.028	right
0.430	-0.014	right
0.426	-0.000	right
0.534	0.011	right
0.578	0.037	right
0.489	-0.012	right
0.612	-0.023	right
0.487	-0.037	right
0.547	0.069	right
0.520	-0.010	right
0.526	-0.043	right
0.507	-0.006	right
0.416	0.014	right
0.445	-0.023	right
0.370	0.049	right
0.375	0.058	right
0.476	-0.058	right
0.308	0.014	right
0.392	-0.040	right
0.370	0.100	right
0.363	0.148	right
0.379	0.171	right
0.417	0.041	right
0.323	0.024	right
0.365	-0.000	right
0.419	0.049	right
0.447	-0.046	right
0.427	-0.039	right
0.359	0.068	right
0.450	0.007	right
0.430	0.079	right
0.448	-0.047	right
0.517	0.027	right
0.520	0.011	right
0.460	0.006	right
0.585	-0.010	right
0.460	-0.092	right
0.611	-0.014	right
0.603	0.025	right
0.556	-0.033	right
0.591	0.022	right
0.568	0.060	right
0.679	-0.022	right
0.669	0.033	right
0.638	0.043	right
0.656	0.054	right
0.714	0.002	right
0.769	-0.003	right
0.735	-0.005	right
0.719	0.037	right
0.774	0.066	right
0.790	0.034	right
0.797	0.068	right
0.887	0.045	right
0.804	0.032	right
0.860	0.044	right
0.860	0.027	right
0.837	0.046	right
0.945	0.036	right
0.947	0.176	right
0.871	0.142	right
0.814	0.090	right
0.877	0.186	right
0.830	0.148	right
0.866	0.116	right
0.874	0.169	right
0.951	0.200	right
0.899	0.246	right
1.014	0.172	right
0.925	0.108	right
0.906	0.255	right
0.891	0.092	right
0.909	0.215	right
0.973	0.286	right
0.977	0.155	right
0.924	0.247	right
0.979	0.334	right
1.062	0.392	right
0.935	0.314	right
0.939	0.369	right
0.964	0.286	right
1.006	0.379	right
0.884	0.342	right
1.001	0.380	right
0.933	0.426	right
0.934	0.484	right
0.860	0.416	right
0.851	0.488	right
0.994	0.459	right
0.880	0.536	right
0.953	0.454	right
0.862	0.494	right
0.869	0.479	right
0.889	0.490	right
0.873	0.430	right
0.838	0.534	right
0.757	0.397	right
0.873	0.491	right
0.852	0.462	right
0.802	0.565	right
0.845	0.536	right
0.732	0.520	right
0.880	0.591	right
0.871	0.591	right
0.814	0.514	right
0.742	0.570	right
0.781	0.628	right
0.885	0.610	right
0.878	0.575	right
0.794	0.593	right
0.694	0.520	right
0.710	0.627	right
0.852	0.564	right
0.773	0.616	right
0.758	0.532	right
0.739	0.523	right
0.772	0.587	right
0.752	0.570	right
0.702	0.541	right
0.821	0.578	right
0.755	0.512	right
0.750	0.570	right
0.878	0.491	right
0.868	0.530	right
0.846	0.601	right
0.837	0.601	right
0.873	0.608	right
0.941	0.482	right
0.915	0.498	right
0.936	0.470	right
0.847	0.504	right
0.871	0.554	right
0.953	0.321	right
0.923	0.463	right
0.920	0.382	right
0.955	0.449	right
1.002	0.486	right
0.961	0.363	right
1.017	0.301	right
1.008	0.364	right
0.952	0.401	right
0.936	0.399	right
